Timestamp,Date,Time,Crab Legolas PTS,Crab Legolas PROJ,Crab Legolas WPCT,Two Minute Excadrill PTS,Two Minute Excadrill PROJ,Two Minute Excadrill WPCT,Island of Misfit Boys PTS,Island of Misfit Boys PROJ,Island of Misfit Boys WPCT,Neon Cactus TNF PTS,Neon Cactus TNF PROJ,Neon Cactus TNF WPCT,The Mania PTS,The Mania PROJ,The Mania WPCT,Mean Bean Disappointments PTS,Mean Bean Disappointments PROJ,Mean Bean Disappointments WPCT,NoRtHwEsTeRn WaLk SiGn PTS,NoRtHwEsTeRn WaLk SiGn PROJ,NoRtHwEsTeRn WaLk SiGn WPCT,Sandbaggers PTS,Sandbaggers PROJ,Sandbaggers WPCT,Jake the Dog PTS,Jake the Dog PROJ,Jake the Dog WPCT,Carrie's Quads PTS,Carrie's Quads PROJ,Carrie's Quads WPCT,The Chop Block PTS,The Chop Block PROJ,The Chop Block WPCT,Third Down Syndrome PTS,Third Down Syndrome PROJ,Third Down Syndrome WPCT
1757044580,2025-09-04,20:56:20,0.00,119.74,0.56,8.00,116.99,0.55,0.00,115.08,0.53,25.90,116.71,0.51,0.00,113.56,0.43999999999999995,6.54,113.24,0.37,0.00,119.84,0.53,15.00,116.94,0.47,16.50,127.65,0.47,15.50,113.70,0.49,0.00,120.31,0.63,0.00,111.99,0.44999999999999996
1757044640,2025-09-04,20:57:20,0.00,119.74,0.56,8.00,116.99,0.55,0.00,115.08,0.53,25.90,116.71,0.51,0.00,113.56,0.43999999999999995,6.54,113.24,0.36,0.00,119.84,0.54,15.00,116.94,0.47,16.50,127.65,0.45999999999999996,15.50,113.70,0.49,0.00,120.31,0.64,0.00,111.99,0.44999999999999996
1757044700,2025-09-04,20:58:20,0.00,119.74,0.56,8.00,116.99,0.55,0.00,115.08,0.53,25.90,116.71,0.5,0.00,113.56,0.43999999999999995,6.62,113.24,0.36,0.00,119.84,0.54,15.00,116.94,0.47,16.50,127.65,0.45999999999999996,15.50,113.70,0.5,0.00,120.31,0.64,0.00,111.99,0.44999999999999996
1757044760,2025-09-04,20:59:20,0.00,119.74,0.56,8.00,116.99,0.55,0.00,115.08,0.53,25.90,116.71,0.5,0.00,113.56,0.43999999999999995,6.74,113.24,0.36,0.00,119.84,0.55,15.00,116.94,0.47,16.50,127.65,0.44999999999999996,15.50,113.70,0.5,0.00,120.31,0.64,0.00,111.99,0.44999999999999996
1757044820,2025-09-04,21:00:20,0.00,119.74,0.56,8.00,116.99,0.55,0.00,115.08,0.53,25.90,116.71,0.5,0.00,113.56,0.43999999999999995,6.74,113.24,0.36,0.00,119.84,0.55,15.00,116.94,0.47,16.50,127.65,0.44999999999999996,15.50,113.70,0.5,0.00,120.31,0.64,0.00,111.99,0.44999999999999996
1757044880,2025-09-04,21:01:20,0.00,119.74,0.56,8.00,116.99,0.55,0.00,115.08,0.53,25.90,116.71,0.5,0.00,113.56,0.43999999999999995,6.74,113.24,0.36,0.00,119.84,0.55,15.00,116.94,0.47,16.50,127.65,0.44999999999999996,15.50,113.70,0.5,0.00,120.31,0.64,0.00,111.99,0.44999999999999996
1757044940,2025-09-04,21:02:20,0.00,119.74,0.56,8.00,116.99,0.55,0.00,115.08,0.53,25.90,116.71,0.5,0.00,113.56,0.43999999999999995,6.74,113.24,0.36,0.00,119.84,0.55,15.00,116.94,0.47,16.50,127.65,0.44999999999999996,15.50,113.70,0.5,0.00,120.31,0.64,0.00,111.99,0.44999999999999996
1757045000,2025-09-04,21:03:20,0.00,119.74,0.56,8.00,116.99,0.54,0.00,115.08,0.53,26.20,116.71,0.5,0.00,113.56,0.43999999999999995,6.74,113.24,0.36,0.00,119.84,0.55,15.00,116.94,0.47,16.50,127.65,0.44999999999999996,15.50,113.70,0.5,0.00,120.31,0.64,0.00,111.99,0.45999999999999996
1757045060,2025-09-04,21:04:20,0.00,119.74,0.56,8.00,116.99,0.54,0.00,115.08,0.53,26.36,116.71,0.5,0.00,113.56,0.43999999999999995,6.74,113.24,0.36,0.00,119.84,0.55,15.00,116.94,0.47,16.50,127.65,0.44999999999999996,15.50,113.70,0.5,0.00,120.31,0.64,0.00,111.99,0.45999999999999996
1757045120,2025-09-04,21:05:20,0.00,119.74,0.56,8.00,116.99,0.54,0.00,115.08,0.53,26.36,116.71,0.5,0.00,113.56,0.43999999999999995,6.74,113.24,0.36,0.00,119.84,0.56,15.00,116.94,0.47,16.50,127.65,0.43999999999999995,15.50,113.70,0.5,0.00,120.31,0.64,0.00,111.99,0.45999999999999996
1757045181,2025-09-04,21:06:21,0.00,119.74,0.56,8.00,116.99,0.54,0.00,115.08,0.53,26.36,116.71,0.5,0.00,113.56,0.43999999999999995,6.74,113.24,0.36,0.00,119.84,0.56,15.00,116.94,0.47,16.50,127.65,0.43999999999999995,15.50,113.70,0.5,0.00,120.31,0.64,0.00,111.99,0.45999999999999996
1757051522,2025-09-04,22:52:02,0.00,119.04,0.56,8.00,118.10,0.55,0.00,112.49,0.51,28.78,116.67,0.52,0.00,112.41,0.43999999999999995,7.82,113.08,0.37,0.00,118.76,0.56,16.00,115.75,0.49,17.70,126.10,0.43999999999999995,15.50,113.35,0.48,0.00,118.86,0.63,0.00,111.79,0.44999999999999996
1757051582,2025-09-04,22:53:02,0.00,119.74,0.56,8.00,116.99,0.54,0.00,115.08,0.53,28.78,116.71,0.52,0.00,113.56,0.43999999999999995,7.82,113.24,0.36,0.00,119.84,0.56,16.00,116.94,0.47,17.70,127.65,0.43999999999999995,15.50,113.70,0.48,0.00,120.31,0.64,0.00,111.99,0.45999999999999996
1757051642,2025-09-04,22:54:02,0.00,119.74,0.56,8.00,116.99,0.54,0.00,115.08,0.53,28.78,116.71,0.52,0.00,113.56,0.43999999999999995,7.82,113.24,0.36,0.00,119.84,0.56,16.00,116.94,0.47,17.70,127.65,0.43999999999999995,15.50,113.70,0.48,0.00,120.31,0.64,0.00,111.99,0.45999999999999996
1757051702,2025-09-04,22:55:02,0.00,119.74,0.56,8.00,116.99,0.54,0.00,115.08,0.53,28.78,116.71,0.52,0.00,113.56,0.43999999999999995,7.82,113.24,0.36,0.00,119.84,0.56,16.00,116.94,0.47,17.70,127.65,0.43999999999999995,15.50,113.70,0.48,0.00,120.31,0.64,0.00,111.99,0.45999999999999996
1757051762,2025-09-04,22:56:02,0.00,119.74,0.56,8.00,116.99,0.54,0.00,115.08,0.53,28.78,116.71,0.52,0.00,113.56,0.43999999999999995,7.82,113.24,0.36,0.00,119.84,0.56,16.00,116.94,0.47,17.70,127.65,0.43999999999999995,15.50,113.70,0.48,0.00,120.31,0.64,0.00,111.99,0.45999999999999996
1757051822,2025-09-04,22:57:02,0.00,119.74,0.56,8.00,116.99,0.54,0.00,115.08,0.53,28.78,116.71,0.52,0.00,113.56,0.43999999999999995,7.82,113.24,0.36,0.00,119.84,0.56,16.00,116.94,0.47,17.70,127.65,0.43999999999999995,15.50,113.70,0.48,0.00,120.31,0.64,0.00,111.99,0.45999999999999996
1757051883,2025-09-04,22:58:03,0.00,119.74,0.56,8.00,116.99,0.54,0.00,115.08,0.53,28.78,116.71,0.52,0.00,113.56,0.43999999999999995,7.82,113.24,0.36,0.00,119.84,0.56,16.00,116.94,0.47,17.70,127.65,0.43999999999999995,15.50,113.70,0.48,0.00,120.31,0.64,0.00,111.99,0.45999999999999996
1757051942,2025-09-04,22:59:02,0.00,119.74,0.56,8.00,116.99,0.54,0.00,115.08,0.53,28.78,116.71,0.52,0.00,113.56,0.43999999999999995,7.82,113.24,0.36,0.00,119.84,0.56,16.00,116.94,0.47,17.70,127.65,0.43999999999999995,15.50,113.70,0.48,0.00,120.31,0.64,0.00,111.99,0.45999999999999996
1757052003,2025-09-04,23:00:03,0.00,119.74,0.56,8.00,116.99,0.54,0.00,115.08,0.53,28.78,116.71,0.52,0.00,113.56,0.43999999999999995,7.82,113.24,0.36,0.00,119.84,0.56,16.00,116.94,0.47,17.70,127.65,0.43999999999999995,15.50,113.70,0.48,0.00,120.31,0.64,0.00,111.99,0.45999999999999996
1757052062,2025-09-04,23:01:02,0.00,119.74,0.56,8.00,116.99,0.54,0.00,115.08,0.53,28.78,116.71,0.52,0.00,113.56,0.43999999999999995,7.82,113.24,0.36,0.00,119.84,0.56,16.00,116.94,0.47,17.70,127.65,0.43999999999999995,15.50,113.70,0.48,0.00,120.31,0.64,0.00,111.99,0.45999999999999996
1757052122,2025-09-04,23:02:02,0.00,119.74,0.56,8.00,116.99,0.54,0.00,115.08,0.53,28.78,116.71,0.52,0.00,113.56,0.43999999999999995,7.82,113.24,0.36,0.00,119.84,0.56,16.00,116.94,0.47,17.70,127.65,0.43999999999999995,15.50,113.70,0.48,0.00,120.31,0.64,0.00,111.99,0.45999999999999996
1757052182,2025-09-04,23:03:02,0.00,119.74,0.56,8.00,116.99,0.54,0.00,115.08,0.53,28.78,116.71,0.52,0.00,113.56,0.43999999999999995,7.82,113.24,0.36,0.00,119.84,0.56,16.00,116.94,0.47,17.70,127.65,0.43999999999999995,15.50,113.70,0.48,0.00,120.31,0.64,0.00,111.99,0.45999999999999996
1757052242,2025-09-04,23:04:02,0.00,119.74,0.56,8.00,116.99,0.54,0.00,115.08,0.53,28.78,116.71,0.52,0.00,113.56,0.43999999999999995,7.82,113.24,0.36,0.00,119.84,0.56,16.00,116.94,0.47,17.70,127.65,0.43999999999999995,15.50,113.70,0.48,0.00,120.31,0.64,0.00,111.99,0.45999999999999996
1757052303,2025-09-04,23:05:03,0.00,119.74,0.56,8.00,116.99,0.54,0.00,115.08,0.53,28.78,116.71,0.52,0.00,113.56,0.43999999999999995,7.82,113.24,0.36,0.00,119.84,0.56,16.00,116.94,0.47,17.70,127.65,0.43999999999999995,15.50,113.70,0.48,0.00,120.31,0.64,0.00,111.99,0.45999999999999996
1757052362,2025-09-04,23:06:02,0.00,119.74,0.56,8.00,116.99,0.54,0.00,115.08,0.53,28.78,116.71,0.52,0.00,113.56,0.43999999999999995,7.82,113.24,0.36,0.00,119.84,0.56,16.00,116.94,0.47,17.70,127.65,0.43999999999999995,15.50,113.70,0.48,0.00,120.31,0.64,0.00,111.99,0.45999999999999996
1757052423,2025-09-04,23:07:03,0.00,119.74,0.56,8.00,116.99,0.54,0.00,115.08,0.53,28.78,116.71,0.52,0.00,113.56,0.43999999999999995,7.82,113.24,0.36,0.00,119.84,0.56,16.00,116.94,0.47,17.70,127.65,0.43999999999999995,15.50,113.70,0.48,0.00,120.31,0.64,0.00,111.99,0.45999999999999996
1757052482,2025-09-04,23:08:02,0.00,119.74,0.56,8.00,116.99,0.54,0.00,115.08,0.53,28.78,116.71,0.52,0.00,113.56,0.43999999999999995,7.82,113.24,0.36,0.00,119.84,0.56,16.00,116.94,0.47,17.70,127.65,0.43999999999999995,15.50,113.70,0.48,0.00,120.31,0.64,0.00,111.99,0.45999999999999996
1757052542,2025-09-04,23:09:02,0.00,119.74,0.56,8.00,116.99,0.54,0.00,115.08,0.53,28.78,116.71,0.52,0.00,113.56,0.43999999999999995,7.82,113.24,0.36,0.00,119.84,0.56,16.00,116.94,0.47,17.70,127.65,0.43999999999999995,15.50,113.70,0.48,0.00,120.31,0.64,0.00,111.99,0.45999999999999996
1757052602,2025-09-04,23:10:02,0.00,119.74,0.56,8.00,116.99,0.54,0.00,115.08,0.53,28.78,116.71,0.52,0.00,113.56,0.43999999999999995,7.82,113.24,0.36,0.00,119.84,0.56,16.00,116.94,0.47,17.70,127.65,0.43999999999999995,15.50,113.70,0.48,0.00,120.31,0.64,0.00,111.99,0.45999999999999996
1757052662,2025-09-04,23:11:02,0.00,119.74,0.56,8.00,116.99,0.54,0.00,115.08,0.53,28.78,116.71,0.52,0.00,113.56,0.43999999999999995,7.82,113.24,0.36,0.00,119.84,0.56,16.00,116.94,0.47,17.70,127.65,0.43999999999999995,15.50,113.70,0.48,0.00,120.31,0.64,0.00,111.99,0.45999999999999996
1757052723,2025-09-04,23:12:03,0.00,119.74,0.56,8.00,116.99,0.54,0.00,115.08,0.53,28.78,116.71,0.52,0.00,113.56,0.43999999999999995,7.82,113.24,0.36,0.00,119.84,0.56,16.00,116.94,0.47,17.70,127.65,0.43999999999999995,15.50,113.70,0.48,0.00,120.31,0.64,0.00,111.99,0.45999999999999996
1757052782,2025-09-04,23:13:02,0.00,119.74,0.56,8.00,116.99,0.54,0.00,115.08,0.53,28.78,116.71,0.52,0.00,113.56,0.43999999999999995,7.82,113.24,0.36,0.00,119.84,0.56,16.00,116.94,0.47,17.70,127.65,0.43999999999999995,15.50,113.70,0.48,0.00,120.31,0.64,0.00,111.99,0.45999999999999996
1757052842,2025-09-04,23:14:02,0.00,119.74,0.56,8.00,116.99,0.54,0.00,115.08,0.53,28.78,116.71,0.52,0.00,113.56,0.43999999999999995,7.82,113.24,0.36,0.00,119.84,0.56,16.00,116.94,0.47,17.70,127.65,0.43999999999999995,15.50,113.70,0.48,0.00,120.31,0.64,0.00,111.99,0.45999999999999996
1757052902,2025-09-04,23:15:02,0.00,119.74,0.56,8.00,116.99,0.54,0.00,115.08,0.53,28.78,116.71,0.52,0.00,113.56,0.43999999999999995,7.82,113.24,0.36,0.00,119.84,0.56,16.00,116.94,0.47,17.70,127.65,0.43999999999999995,15.50,113.70,0.48,0.00,120.31,0.64,0.00,111.99,0.45999999999999996
1757052962,2025-09-04,23:16:02,0.00,119.04,0.56,8.00,118.10,0.55,0.00,112.49,0.51,28.78,116.67,0.52,0.00,112.41,0.43999999999999995,7.82,113.08,0.37,0.00,118.76,0.56,16.00,115.75,0.49,17.70,126.10,0.43999999999999995,15.50,113.35,0.48,0.00,118.86,0.63,0.00,111.79,0.44999999999999996
1757053022,2025-09-04,23:17:02,0.00,119.74,0.56,8.00,116.99,0.54,0.00,115.08,0.53,28.78,116.71,0.52,0.00,113.56,0.43999999999999995,7.82,113.24,0.36,0.00,119.84,0.56,16.00,116.94,0.47,17.70,127.65,0.43999999999999995,15.50,113.70,0.48,0.00,120.31,0.64,0.00,111.99,0.45999999999999996
1757053082,2025-09-04,23:18:02,0.00,119.74,0.56,8.00,116.99,0.54,0.00,115.08,0.53,28.78,116.71,0.52,0.00,113.56,0.43999999999999995,7.82,113.24,0.36,0.00,119.84,0.56,16.00,116.94,0.47,17.70,127.65,0.43999999999999995,15.50,113.70,0.48,0.00,120.31,0.64,0.00,111.99,0.45999999999999996
1757053142,2025-09-04,23:19:02,0.00,119.74,0.56,8.00,116.99,0.54,0.00,115.08,0.53,28.78,116.71,0.52,0.00,113.56,0.43999999999999995,7.82,113.24,0.36,0.00,119.84,0.56,16.00,116.94,0.47,17.70,127.65,0.43999999999999995,15.50,113.70,0.48,0.00,120.31,0.64,0.00,111.99,0.45999999999999996
1757053202,2025-09-04,23:20:02,0.00,119.74,0.56,8.00,116.99,0.54,0.00,115.08,0.53,28.78,116.71,0.52,0.00,113.56,0.43999999999999995,7.82,113.24,0.36,0.00,119.84,0.56,16.00,116.94,0.47,17.70,127.65,0.43999999999999995,15.50,113.70,0.48,0.00,120.31,0.64,0.00,111.99,0.45999999999999996
1757053262,2025-09-04,23:21:02,0.00,119.74,0.56,8.00,116.99,0.54,0.00,115.08,0.53,28.78,116.71,0.52,0.00,113.56,0.43999999999999995,7.82,113.24,0.36,0.00,119.84,0.56,16.00,116.94,0.47,17.70,127.65,0.43999999999999995,15.50,113.70,0.48,0.00,120.31,0.64,0.00,111.99,0.45999999999999996
1757053322,2025-09-04,23:22:02,0.00,119.74,0.56,8.00,116.99,0.54,0.00,115.08,0.53,28.78,116.71,0.52,0.00,113.56,0.43999999999999995,7.82,113.24,0.36,0.00,119.84,0.56,16.00,116.94,0.47,17.70,127.65,0.43999999999999995,15.50,113.70,0.48,0.00,120.31,0.64,0.00,111.99,0.45999999999999996
1757053382,2025-09-04,23:23:02,0.00,119.74,0.56,8.00,116.99,0.54,0.00,115.08,0.53,28.78,116.71,0.52,0.00,113.56,0.43999999999999995,7.82,113.24,0.36,0.00,119.84,0.56,16.00,116.94,0.47,17.70,127.65,0.43999999999999995,15.50,113.70,0.48,0.00,120.31,0.64,0.00,111.99,0.45999999999999996
1757053442,2025-09-04,23:24:02,0.00,119.74,0.56,8.00,116.99,0.54,0.00,115.08,0.53,28.78,116.71,0.52,0.00,113.56,0.43999999999999995,7.82,113.24,0.36,0.00,119.84,0.56,16.00,116.94,0.47,17.70,127.65,0.43999999999999995,15.50,113.70,0.48,0.00,120.31,0.64,0.00,111.99,0.45999999999999996
1757053502,2025-09-04,23:25:02,0.00,119.74,0.56,8.00,116.99,0.54,0.00,115.08,0.53,28.78,116.71,0.52,0.00,113.56,0.43999999999999995,7.82,113.24,0.36,0.00,119.84,0.56,16.00,116.94,0.47,17.70,127.65,0.43999999999999995,15.50,113.70,0.48,0.00,120.31,0.64,0.00,111.99,0.45999999999999996
1757053562,2025-09-04,23:26:02,0.00,119.74,0.56,8.00,116.99,0.54,0.00,115.08,0.53,28.78,116.71,0.52,0.00,113.56,0.43999999999999995,7.82,113.24,0.36,0.00,119.84,0.56,16.00,116.94,0.47,17.70,127.65,0.43999999999999995,15.50,113.70,0.48,0.00,120.31,0.64,0.00,111.99,0.45999999999999996
1757053622,2025-09-04,23:27:02,0.00,119.74,0.56,8.00,116.99,0.54,0.00,115.08,0.53,28.78,116.71,0.52,0.00,113.56,0.43999999999999995,7.82,113.24,0.36,0.00,119.84,0.56,16.00,116.94,0.47,17.70,127.65,0.43999999999999995,15.50,113.70,0.48,0.00,120.31,0.64,0.00,111.99,0.45999999999999996
1757053682,2025-09-04,23:28:02,0.00,119.74,0.56,8.00,116.99,0.54,0.00,115.08,0.53,28.78,116.71,0.52,0.00,113.56,0.43999999999999995,7.82,113.24,0.36,0.00,119.84,0.56,16.00,116.94,0.47,17.70,127.65,0.43999999999999995,15.50,113.70,0.48,0.00,120.31,0.64,0.00,111.99,0.45999999999999996
1757053742,2025-09-04,23:29:02,0.00,119.74,0.56,8.00,116.99,0.54,0.00,115.08,0.53,28.78,116.71,0.52,0.00,113.56,0.43999999999999995,7.82,113.24,0.36,0.00,119.84,0.56,16.00,116.94,0.47,17.70,127.65,0.43999999999999995,15.50,113.70,0.48,0.00,120.31,0.64,0.00,111.99,0.45999999999999996
1757053803,2025-09-04,23:30:03,0.00,119.74,0.56,8.00,116.99,0.54,0.00,115.08,0.53,28.78,116.71,0.52,0.00,113.56,0.43999999999999995,7.82,113.24,0.36,0.00,119.84,0.56,16.00,116.94,0.47,17.70,127.65,0.43999999999999995,15.50,113.70,0.48,0.00,120.31,0.64,0.00,111.99,0.45999999999999996
1757053862,2025-09-04,23:31:02,0.00,119.74,0.56,8.00,116.99,0.54,0.00,115.08,0.53,28.78,116.71,0.52,0.00,113.56,0.43999999999999995,7.82,113.24,0.36,0.00,119.84,0.56,16.00,116.94,0.47,17.70,127.65,0.43999999999999995,15.50,113.70,0.48,0.00,120.31,0.64,0.00,111.99,0.45999999999999996
1757053922,2025-09-04,23:32:02,0.00,119.04,0.56,8.00,118.10,0.55,0.00,112.49,0.51,28.78,116.67,0.52,0.00,112.41,0.43999999999999995,7.82,113.08,0.37,0.00,118.76,0.56,16.00,115.75,0.49,17.70,126.10,0.43999999999999995,15.50,113.35,0.48,0.00,118.86,0.63,0.00,111.79,0.44999999999999996
1757053982,2025-09-04,23:33:02,0.00,119.74,0.56,8.00,116.99,0.54,0.00,115.08,0.53,28.78,116.71,0.52,0.00,113.56,0.43999999999999995,7.82,113.24,0.36,0.00,119.84,0.56,16.00,116.94,0.47,17.70,127.65,0.43999999999999995,15.50,113.70,0.48,0.00,120.31,0.64,0.00,111.99,0.45999999999999996
1757054042,2025-09-04,23:34:02,0.00,119.74,0.56,8.00,116.99,0.54,0.00,115.08,0.53,28.78,116.71,0.52,0.00,113.56,0.43999999999999995,7.82,113.24,0.36,0.00,119.84,0.56,16.00,116.94,0.47,17.70,127.65,0.43999999999999995,15.50,113.70,0.48,0.00,120.31,0.64,0.00,111.99,0.45999999999999996
1757054102,2025-09-04,23:35:02,0.00,119.74,0.56,8.00,116.99,0.54,0.00,115.08,0.53,28.78,116.71,0.52,0.00,113.56,0.43999999999999995,7.82,113.24,0.36,0.00,119.84,0.56,16.00,116.94,0.47,17.70,127.65,0.43999999999999995,15.50,113.70,0.48,0.00,120.31,0.64,0.00,111.99,0.45999999999999996
1757054162,2025-09-04,23:36:02,0.00,119.74,0.56,8.00,116.99,0.54,0.00,115.08,0.53,28.78,116.71,0.52,0.00,113.56,0.43999999999999995,7.82,113.24,0.36,0.00,119.84,0.56,16.00,116.94,0.47,17.70,127.65,0.43999999999999995,15.50,113.70,0.48,0.00,120.31,0.64,0.00,111.99,0.45999999999999996
1757054222,2025-09-04,23:37:02,0.00,119.74,0.56,8.00,116.99,0.54,0.00,115.08,0.53,28.78,116.71,0.52,0.00,113.56,0.43999999999999995,7.82,113.24,0.36,0.00,119.84,0.56,16.00,116.94,0.47,17.70,127.65,0.43999999999999995,15.50,113.70,0.48,0.00,120.31,0.64,0.00,111.99,0.45999999999999996
1757054282,2025-09-04,23:38:02,0.00,119.74,0.56,8.00,116.99,0.54,0.00,115.08,0.53,28.78,116.71,0.52,0.00,113.56,0.43999999999999995,7.82,113.24,0.36,0.00,119.84,0.56,16.00,116.94,0.47,17.70,127.65,0.43999999999999995,15.50,113.70,0.48,0.00,120.31,0.64,0.00,111.99,0.45999999999999996
1757054343,2025-09-04,23:39:03,0.00,119.74,0.56,8.00,116.99,0.54,0.00,115.08,0.53,28.78,116.71,0.52,0.00,113.56,0.43999999999999995,7.82,113.24,0.36,0.00,119.84,0.56,16.00,116.94,0.47,17.70,127.65,0.43999999999999995,15.50,113.70,0.48,0.00,120.31,0.64,0.00,111.99,0.45999999999999996
1757054402,2025-09-04,23:40:02,0.00,119.74,0.56,8.00,116.99,0.54,0.00,115.08,0.53,28.78,116.71,0.52,0.00,113.56,0.43999999999999995,7.82,113.24,0.36,0.00,119.84,0.56,16.00,116.94,0.47,17.70,127.65,0.43999999999999995,15.50,113.70,0.48,0.00,120.31,0.64,0.00,111.99,0.45999999999999996
1757054604,2025-09-04,23:43:24,0.00,119.74,0.56,8.00,116.99,0.54,0.00,115.08,0.53,28.78,116.71,0.52,0.00,113.56,0.43999999999999995,7.82,113.24,0.36,0.00,119.84,0.56,16.00,116.94,0.47,17.70,127.65,0.43999999999999995,15.50,113.70,0.48,0.00,120.31,0.64,0.00,111.99,0.45999999999999996
1757054906,2025-09-04,23:48:26,0.00,119.74,0.56,8.00,116.99,0.54,0.00,115.08,0.53,28.78,116.71,0.52,0.00,113.56,0.43999999999999995,7.82,113.24,0.36,0.00,119.84,0.56,16.00,116.94,0.47,17.70,127.65,0.43999999999999995,15.50,113.70,0.48,0.00,120.31,0.64,0.00,111.99,0.45999999999999996
1757055209,2025-09-04,23:53:29,0.00,119.74,0.56,8.00,116.99,0.54,0.00,115.08,0.53,28.78,116.71,0.52,0.00,113.56,0.43999999999999995,7.82,113.24,0.36,0.00,119.84,0.56,16.00,116.94,0.47,17.70,127.65,0.43999999999999995,15.50,113.70,0.48,0.00,120.31,0.64,0.00,111.99,0.45999999999999996
1757055511,2025-09-04,23:58:31,0.00,119.74,0.56,8.00,116.99,0.54,0.00,115.08,0.53,28.78,116.71,0.52,0.00,113.56,0.43999999999999995,7.82,113.24,0.36,0.00,119.84,0.56,16.00,116.94,0.47,17.70,127.65,0.43999999999999995,15.50,113.70,0.48,0.00,120.31,0.64,0.00,111.99,0.45999999999999996
1757055813,2025-09-05,00:03:33,0.00,119.74,0.56,8.00,116.99,0.54,0.00,115.08,0.53,28.78,116.71,0.52,0.00,113.56,0.43999999999999995,7.82,113.24,0.36,0.00,119.84,0.56,16.00,116.94,0.47,17.70,127.65,0.43999999999999995,15.50,113.70,0.48,0.00,120.31,0.64,0.00,111.99,0.45999999999999996
1757056115,2025-09-05,00:08:35,0.00,119.74,0.56,8.00,116.99,0.54,0.00,115.08,0.53,28.78,116.71,0.52,0.00,113.56,0.43999999999999995,7.82,113.24,0.36,0.00,119.84,0.56,16.00,116.94,0.47,17.70,127.65,0.43999999999999995,15.50,113.70,0.48,0.00,120.31,0.64,0.00,111.99,0.45999999999999996
1757056417,2025-09-05,00:13:37,0.00,119.74,0.56,8.00,116.99,0.54,0.00,115.08,0.53,28.78,116.71,0.52,0.00,113.56,0.43999999999999995,7.82,113.24,0.36,0.00,119.84,0.56,16.00,116.94,0.47,17.70,127.65,0.43999999999999995,15.50,113.70,0.48,0.00,120.31,0.64,0.00,111.99,0.45999999999999996
1757056719,2025-09-05,00:18:39,0.00,119.74,0.56,8.00,116.99,0.54,0.00,115.08,0.53,28.78,116.71,0.52,0.00,113.56,0.43999999999999995,7.82,113.24,0.36,0.00,119.84,0.56,16.00,116.94,0.47,17.70,127.65,0.43999999999999995,15.50,113.70,0.48,0.00,120.31,0.64,0.00,111.99,0.45999999999999996
1757057021,2025-09-05,00:23:41,0.00,119.74,0.56,8.00,116.99,0.54,0.00,115.08,0.53,28.78,116.71,0.52,0.00,113.56,0.43999999999999995,7.82,113.24,0.36,0.00,119.84,0.56,16.00,116.94,0.47,17.70,127.65,0.43999999999999995,15.50,113.70,0.48,0.00,120.31,0.64,0.00,111.99,0.45999999999999996
1757057323,2025-09-05,00:28:43,0.00,119.74,0.56,8.00,116.99,0.54,0.00,115.08,0.53,28.78,116.71,0.52,0.00,113.56,0.43999999999999995,7.82,113.24,0.36,0.00,119.84,0.56,16.00,116.94,0.47,17.70,127.65,0.43999999999999995,15.50,113.70,0.48,0.00,120.31,0.64,0.00,111.99,0.45999999999999996
1757057626,2025-09-05,00:33:46,0.00,119.74,0.56,8.00,116.99,0.54,0.00,115.08,0.53,28.78,116.71,0.52,0.00,113.56,0.43999999999999995,7.82,113.24,0.36,0.00,119.84,0.56,16.00,116.94,0.47,17.70,127.65,0.43999999999999995,15.50,113.70,0.48,0.00,120.31,0.64,0.00,111.99,0.45999999999999996
1757057929,2025-09-05,00:38:49,0.00,119.74,0.56,8.00,116.99,0.54,0.00,115.08,0.53,28.78,116.71,0.52,0.00,113.56,0.43999999999999995,7.82,113.24,0.36,0.00,119.84,0.56,16.00,116.94,0.47,17.70,127.65,0.43999999999999995,15.50,113.70,0.48,0.00,120.31,0.64,0.00,111.99,0.45999999999999996
1757058231,2025-09-05,00:43:51,0.00,119.74,0.56,8.00,116.99,0.54,0.00,115.08,0.53,28.78,116.71,0.52,0.00,113.56,0.43999999999999995,7.82,113.24,0.36,0.00,119.84,0.56,16.00,116.94,0.47,17.70,127.65,0.43999999999999995,15.50,113.70,0.48,0.00,120.31,0.64,0.00,111.99,0.45999999999999996
1757058534,2025-09-05,00:48:54,0.00,119.74,0.56,8.00,116.99,0.54,0.00,115.08,0.53,28.78,116.71,0.52,0.00,113.56,0.43999999999999995,7.82,113.24,0.36,0.00,119.84,0.56,16.00,116.94,0.47,17.70,127.65,0.43999999999999995,15.50,113.70,0.48,0.00,120.31,0.64,0.00,111.99,0.45999999999999996
1757058836,2025-09-05,00:53:56,0.00,119.74,0.56,8.00,116.99,0.54,0.00,115.08,0.53,28.78,116.71,0.52,0.00,113.56,0.43999999999999995,7.82,113.24,0.36,0.00,119.84,0.56,16.00,116.94,0.47,17.70,127.65,0.43999999999999995,15.50,113.70,0.48,0.00,120.31,0.64,0.00,111.99,0.45999999999999996
1757059138,2025-09-05,00:58:58,0.00,119.74,0.56,8.00,116.99,0.54,0.00,115.08,0.53,28.78,116.71,0.52,0.00,113.56,0.43999999999999995,7.82,113.24,0.36,0.00,119.84,0.56,16.00,116.94,0.47,17.70,127.65,0.43999999999999995,15.50,113.70,0.48,0.00,120.31,0.64,0.00,111.99,0.45999999999999996
